gene_id	transcript_id	swissprot_sseqid	swissprot_evalue	swissprot_bitscore	swissprot_title	uniref90_sseqid	uniref90_evalue	uniref90_bitscore	uniref90_title	pfam_ids	interpro_ids	GO_terms	signature_descriptions	interpro_descriptions
g34278	g34278.t3	sp|O22056|SIGB_ARATH	211	7	2	UniRef90_A0AAE1JKG4	14	0	1	PF04539;PF04542;PF04545	IPR000943;IPR007624;IPR007627;IPR007630;IPR013324;IPR013325	GO:0003700(InterPro);GO:0006352(InterPro);GO:0006355(InterPro)	Sigma-70 factors family signature 2.;Sigma-70 region 2;Sigma-70 region 3;Sigma-70, region 4;Sigma2 domain of RNA polymerase sigma factors;Sigma3 and sigma4 domains of RNA polymerase sigma factors	RNA polymerase sigma factor, region 2;RNA polymerase sigma factor, region 3/4-like;RNA polymerase sigma-70;RNA polymerase sigma-70 region 2;RNA polymerase sigma-70 region 3;RNA polymerase sigma-70 region 4
g34279	g34279.t1	-	-	-	-	UniRef90_A0AAE1JGB0	28	1	1	-	-	-	-	-
g34280	g34280.t1	-	-	-	-	UniRef90_A0AAE1JGB0	21	3	1	-	-	-	-	-
g35134	g35134.t1	-	-	-	-	UniRef90_A0A2K3JJW6	46	4	2	-	-	-	-	-
g35135	g35135.t1	-	-	-	-	UniRef90_A0AAE1JX95	39	0	1	PF13952;PF13960	IPR025312;IPR025452	-	Domain of unknown function (DUF4216);Domain of unknown function (DUF4218)	Domain of unknown function DUF4216;Domain of unknown function DUF4218
g35136	g35136.t1	-	-	-	-	UniRef90_UPI0010A41745	63	2	5	-	-	-	-	-
g35137	g35137.t1	sp|Q9FI14|TAO1_ARATH	50	1	2	UniRef90_UPI0010A3B020	22	0	2	PF01582	IPR000157;IPR035897	GO:0007165(InterPro)	TIR domain;TIR domain profile.;Toll/Interleukin receptor TIR domain;till_3	Toll/interleukin-1 receptor homology (TIR) domain;Toll/interleukin-1 receptor homology (TIR) domain superfamily
g35138	g35138.t1	-	-	-	-	UniRef90_UPI0010A41745	46	4	1	-	-	-	-	-
g35139	g35139.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g35140	g35140.t1	-	-	-	-	UniRef90_A0ABD1LE31	101	0	7	PF14223	-	-	gag-polypeptide of LTR copia-type	-
g35141	g35141.t1	-	-	-	-	UniRef90_A0AAE1MHF9	7	0	1	PF13960	IPR025452	-	Domain of unknown function (DUF4218)	Domain of unknown function DUF4218
g35142	g35142.t1	-	-	-	-	UniRef90_A0AAE1JX95	45	0	8	PF13952	IPR025312	-	Domain of unknown function (DUF4216)	Domain of unknown function DUF4216
g35143	g35143.t1	-	-	-	-	UniRef90_UPI0010A2F646	57	7	1	-	IPR035897	-	Toll/Interleukin receptor TIR domain	Toll/interleukin-1 receptor homology (TIR) domain superfamily
g35144	g35144.t1	-	-	-	-	UniRef90_UPI0010A4DDBA	41	6	1	-	IPR035897	-	Toll/Interleukin receptor TIR domain	Toll/interleukin-1 receptor homology (TIR) domain superfamily
g35145	g35145.t1	-	-	-	-	UniRef90_A0AAE1MN75	5	0	78	PF03004	IPR004252	-	Plant transposase (Ptta/En/Spm family)	Probable transposase, Ptta/En/Spm, plant
g35146	g35146.t1	-	-	-	-	UniRef90_UPI0010A55177	41	2	1	-	IPR000157;IPR035897	GO:0007165(InterPro)	TIR domain profile.;Toll/Interleukin receptor TIR domain	Toll/interleukin-1 receptor homology (TIR) domain;Toll/interleukin-1 receptor homology (TIR) domain superfamily
g35147	g35147.t1	-	-	-	-	UniRef90_UPI002AB07AD1	81	2	5	PF03732	IPR005162	-	Retrotransposon gag protein	Retrotransposon gag domain
g35148	g35148.t1	-	-	-	-	UniRef90_UPI0010A55177	60	7	13	-	IPR000157;IPR035897	GO:0007165(InterPro)	TIR domain profile.;Toll/Interleukin receptor TIR domain	Toll/interleukin-1 receptor homology (TIR) domain;Toll/interleukin-1 receptor homology (TIR) domain superfamily
g35149	g35149.t1	sp|A7FNK4|RSMB_YERP3	70	3	2	UniRef90_A0AAE1MSM4	7	0	1	PF01189	IPR001678;IPR029063;IPR049560	GO:0008168(InterPro)	16S rRNA methyltransferase RsmB/F;S-adenosyl-L-methionine-dependent methyltransferases;SAM-dependent MTase RsmB/NOP-type domain profile.	S-adenosyl-L-methionine-dependent methyltransferase superfamily;SAM-dependent methyltransferase RsmB-F/NOP2-type domain;SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core
g35150	g35150.t1	-	-	-	-	UniRef90_A0AAE1JJE4	7	1	33	-	-	-	-	-
g35151	g35151.t1	-	-	-	-	UniRef90_A0A834U119	129	2	72	PF02042	IPR003035	-	RWP-RK domain;RWP-RK domain profile.	RWP-RK domain
g35152	g35152.t1	-	-	-	-	UniRef90_A0AAE1JXY4	93	1	7	PF14111	IPR025558	-	Domain of unknown function (DUF4283)	Domain of unknown function DUF4283
g35153	g35153.t1	sp|Q96MB7|HARB1_HUMAN	101	5	170	UniRef90_A0AAE1MXU1	76	0	1	PF13359	IPR027806	-	DDE superfamily endonuclease	Harbinger transposase-derived nuclease domain
g35154	g35154.t1	-	-	-	-	UniRef90_A0AAE1IXX5	27	0	9	-	IPR012337	-	Ribonuclease H-like	Ribonuclease H-like superfamily
g35154	g35154.t2	-	-	-	-	UniRef90_A0AAE1IXX5	27	0	1	-	IPR012337	-	Ribonuclease H-like	Ribonuclease H-like superfamily
g35155	g35155.t1	-	-	-	-	UniRef90_UPI0010A343F3	54	4	3	-	-	-	-	-
g35156	g35156.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g35157	g35157.t1	sp|Q8VXX4|RFC3_ARATH	208	8	366	UniRef90_A0AAE1JJE4	0	0	264	PF03215;PF21960	IPR008921;IPR027417	GO:0003677(InterPro);GO:0006260(InterPro)	P-loop containing nucleoside triphosphate hydrolases;RCF1/5-like, AAA+ ATPase lid domain;Rad17 P-loop domain;post-AAA+ oligomerization domain-like	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal;P-loop containing nucleoside triphosphate hydrolase
g35157	g35157.t2	sp|Q8VXX4|RFC3_ARATH	208	8	96	UniRef90_A0AAE1JJE4	0	0	1	PF03215;PF21960	IPR008921;IPR027417	GO:0003677(InterPro);GO:0006260(InterPro)	P-loop containing nucleoside triphosphate hydrolases;RCF1/5-like, AAA+ ATPase lid domain;Rad17 P-loop domain;post-AAA+ oligomerization domain-like	DNA polymerase III, clamp loader complex, gamma/delta/delta subunit, C-terminal;P-loop containing nucleoside triphosphate hydrolase
g35158	g35158.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g35159	g35159.t1	-	-	-	-	UniRef90_A0AAE1JX95	108	1	1	PF13952;PF13960	IPR025312;IPR025452	-	Domain of unknown function (DUF4216);Domain of unknown function (DUF4218)	Domain of unknown function DUF4216;Domain of unknown function DUF4218
g35160	g35160.t1	sp|A9JQS7|SBTS_LOTJA	380	9	32	UniRef90_A0AAE1JKH5	1	0	1	PF00082;PF02225;PF05922;PF17766	IPR000209;IPR003137;IPR010259;IPR023828;IPR036852;IPR041469	GO:0004252(InterPro);GO:0006508(InterPro);GO:0008236(InterPro)	Fibronectin type-III domain;PA domain;Peptidase inhibitor I9;Serine proteases, subtilase domain profile.;Serine proteases, subtilase family, serine active site.;Subtilase family;Subtilisin-like	PA domain;Peptidase S8 propeptide/proteinase inhibitor I9;Peptidase S8, subtilisin, Ser-active site;Peptidase S8/S53 domain;Peptidase S8/S53 domain superfamily;Subtilisin-like protease, fibronectin type-III domain
g35161	g35161.t1	-	-	-	-	UniRef90_A0AAE1JI97	9	0	1	-	-	-	-	-
g35162	g35162.t1	-	-	-	-	-	-	-	-	-	-	-	-	-
g36090	g36090.t1	sp|Q9LV16|B3GTJ_ARATH	223	7	5	UniRef90_A0AAE1J3V7	0	0	1	PF00337;PF01762	IPR001079;IPR002659;IPR013320	GO:0006486(InterPro);GO:0016020(InterPro);GO:0016758(InterPro);GO:0030246(InterPro)	Concanavalin A-like lectins/glucanases;Gal_bind_lectin_2;Galactoside-binding lectin;Galactoside-binding lectin (galectin) domain profile.;Galactosyltransferase	Concanavalin A-like lectin/glucanase domain superfamily;Galectin, carbohydrate recognition domain;Glycosyl transferase, family 31
g36091	g36091.t1	-	-	-	-	UniRef90_A0AAE1J873	1	0	1	PF12796;PF13962	IPR002110;IPR026961;IPR036770	GO:0005515(InterPro)	ANK_2a;Ankyrin repeat;Ankyrin repeats (3 copies);Domain of unknown function	Ankyrin repeat;Ankyrin repeat-containing domain superfamily;PGG domain
g36092	g36092.t1	-	-	-	-	UniRef90_A0AAE1JX95	101	1	1	PF13952	IPR025312	-	Domain of unknown function (DUF4216)	Domain of unknown function DUF4216
g36093	g36093.t1	-	-	-	-	UniRef90_A0AAE1JX95	23	0	1	PF02992	IPR004242	-	Transposase family tnp2	Transposon, En/Spm-like
g36094	g36094.t1	-	-	-	-	UniRef90_A0AAE1J6F3	0	0	1	PF13947;PF14380	IPR025287;IPR032872	GO:0030247(InterPro)	Wall-associated receptor kinase C-terminal;Wall-associated receptor kinase galacturonan-binding	Wall-associated receptor kinase, C-terminal;Wall-associated receptor kinase, galacturonan-binding domain
g36094	g36094.t2	-	-	-	-	UniRef90_A0AAE1J6F3	0	0	1	PF13947;PF14380	IPR025287;IPR032872	GO:0030247(InterPro)	Wall-associated receptor kinase C-terminal;Wall-associated receptor kinase galacturonan-binding	Wall-associated receptor kinase, C-terminal;Wall-associated receptor kinase, galacturonan-binding domain
g36095	g36095.t1	-	-	-	-	UniRef90_A0AAE1J6S4	0	0	1	PF04601;PF22932	IPR007679;IPR008999;IPR054726	-	Actin-crosslinking proteins;Beta-trefoil domain of unknown function (DUF569);DUF569 associated ubiquitin-like domain	Actin-crosslinking;Beta-trefoil domain of unknown function DUF569;DUF569 associated ubiquitin-like domain
g36096	g36096.t1	sp|Q9SVN5|SYMC_ARATH	176	6	6	UniRef90_A0AAE1JEE7	40	1	1	PF01588;PF09334;PF19303	IPR001412;IPR002547;IPR009080;IPR012340;IPR015413;IPR029038;IPR041872	GO:0000049(InterPro);GO:0000166(InterPro);GO:0004812(InterPro);GO:0005524(InterPro);GO:0006418(InterPro)	Aminoacyl-transfer RNA synthetases class-I signature.;Anticodon binding domain of methionyl tRNA ligase;Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases;Methionyl-tRNA synthetase (MetRS), Zn-domain;Nucleic acid-binding proteins;Nucleotidylyl transferase;Putative tRNA binding domain;tRNA synthetases class I (M);tRNA-binding domain profile.	Aminoacyl-tRNA synthetase, class I, conserved site;Aminoacyl-tRNA synthetase, class Ia, anticodon-binding;Methionyl-tRNA synthetase, Zn-domain;Methionyl-tRNA synthetase, anticodon-binding domain;Methionyl/Leucyl tRNA synthetase;Nucleic acid-binding, OB-fold;tRNA-binding domain
g36097	g36097.t1	-	-	-	-	UniRef90_A0A8B9AXM7	47	0	10	-	-	-	-	-
g36098	g36098.t1	-	-	-	-	UniRef90_A0AAE1J3Z5	1	0	1	PF01582	IPR000157	GO:0007165(InterPro)	TIR domain	Toll/interleukin-1 receptor homology (TIR) domain
g36098	g36098.t2	sp|V9M2S5|RPV1_VITRO	84	4	4	UniRef90_A0AAE1J3Z5	1	0	1	PF01582	IPR000157;IPR035897	GO:0007165(InterPro)	TIR domain;TIR domain profile.;Toll/Interleukin receptor TIR domain;till_3	Toll/interleukin-1 receptor homology (TIR) domain;Toll/interleukin-1 receptor homology (TIR) domain superfamily
g36099	g36099.t1	-	-	-	-	UniRef90_A0AAE1TH31	125	8	1	-	-	-	-	-
g36100	g36100.t1	sp|P10978|POLX_TOBAC	71	0	4	UniRef90_A0ABQ5FDE1	53	1	4	-	IPR001584;IPR012337	GO:0015074(InterPro)	Integrase catalytic domain profile.;Ribonuclease H-like	Integrase, catalytic core;Ribonuclease H-like superfamily
g36101	g36101.t1	sp|Q4PT23|WTR6_ARATH	184	2	12	UniRef90_A0AAE1MIS1	5	0	1	PF00892	IPR000620;IPR037185	GO:0016020(InterPro)	EamA-like transporter family;Multidrug resistance efflux transporter EmrE	EamA domain;Multidrug transporter EmrE superfamily
g36102	g36102.t1	sp|Q99315|YG31B_YEAST	550	17	594	UniRef90_UPI001E3D1956	540	10	187	PF00078;PF00098;PF03732;PF08284;PF17917;PF17921;PF24626	IPR000477;IPR001584;IPR001878;IPR001969;IPR005162;IPR012337;IPR016197;IPR021109;IPR036875;IPR041373;IPR041588;IPR043502;IPR056924	GO:0003676(InterPro);GO:0004190(InterPro);GO:0006508(InterPro);GO:0008270(InterPro);GO:0015074(InterPro)	Acid proteases;Chromo domain-like;DNA/RNA polymerases;Eukaryotic and viral aspartyl proteases active site.;Integrase catalytic domain profile.;Integrase zinc binding domain;RNase H-like domain found in reverse transcriptase;Retrotransposon gag protein;Retroviral aspartyl protease;Retrovirus zinc finger-like domains;Reverse transcriptase (RNA-dependent DNA polymerase);Reverse transcriptase (RT) catalytic domain profile.;Ribonuclease H-like;Tf2-1-like, SH3 domain;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6	Aspartic peptidase domain superfamily;Aspartic peptidase, active site;Chromo-like domain superfamily;DNA/RNA polymerase superfamily;Integrase zinc-binding domain;Integrase, catalytic core;Retrotransposon gag domain;Reverse transcriptase domain;Reverse transcriptase, RNase H-like domain;Ribonuclease H-like superfamily;Tf2-1-like, SH3-like domain;Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g36103	g36103.t1	-	-	-	-	UniRef90_A0A1Q3BQM7	178	12	17	-	IPR001878	GO:0003676(InterPro);GO:0008270(InterPro)	Zinc finger CCHC-type profile.	Zinc finger, CCHC-type
g36104	g36104.t1	-	-	-	-	UniRef90_A0AAE1MFJ7	1	0	1	PF13963	IPR029480	-	Transposase-associated domain	Transposase-associated domain
g36105	g36105.t1	-	-	-	-	UniRef90_UPI0010A4BD36	48	0	1	-	-	-	-	-
g36106	g36106.t1	-	-	-	-	UniRef90_UPI0010A4E3BF	110	3	1	-	-	-	-	-
g36107	g36107.t1	-	-	-	-	UniRef90_UPI002589DE2A	240	9	1	PF00098	IPR001878;IPR036875	GO:0003676(InterPro);GO:0008270(InterPro)	Retrovirus zinc finger-like domains;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6	Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g36108	g36108.t1	sp|P41091|IF2G_HUMAN	124	1	1	UniRef90_A0AAE1J7C5	1	0	1	PF00009;PF03144;PF09173	IPR000795;IPR004161;IPR009000;IPR009001;IPR015256;IPR027417	GO:0003924(InterPro);GO:0005525(InterPro)	EF-Tu/eEF-1alpha/eIF2-gamma C-terminal domain;Elongation factor Tu GTP binding domain;Elongation factor Tu domain 2;Initiation factor eIF2 gamma, C terminal;P-loop containing nucleoside triphosphate hydrolases;Translation proteins;Translational (tr)-type guanine nucleotide-binding (G) domain profile.	Initiation factor eIF2 gamma, C-terminal;P-loop containing nucleoside triphosphate hydrolase;Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal;Translation elongation factor EFTu-like, domain 2;Translation protein, beta-barrel domain superfamily;Translational (tr)-type GTP-binding domain
g36109	g36109.t1	sp|Q5R8J8|DNJB4_PONAB	177	8	7	UniRef90_A0AAE1J882	2	0	1	PF00226;PF01556	IPR001623;IPR002939;IPR008971;IPR018253;IPR036869	GO:0006457(InterPro);GO:0051082(InterPro)	Chaperone J-domain;DnaJ C terminal domain;DnaJ domain;HSP40/DnaJ peptide-binding domain;Nt-dnaJ domain signature.;dnaJ domain profile.;dnaj_3	Chaperone DnaJ, C-terminal;Chaperone J-domain superfamily;DnaJ domain;DnaJ domain, conserved site;HSP40/DnaJ peptide-binding
g36110	g36110.t1	-	-	-	-	UniRef90_UPI0010A4D530	38	2	2	-	-	-	-	-
g36111	g36111.t1	sp|Q0DJV6|CML18_ORYSJ	65	1	3	UniRef90_A0AAE1J444	0	0	1	PF13499	IPR002048;IPR011992;IPR018247	GO:0005509(InterPro)	EF-hand;EF-hand calcium-binding domain profile.;EF-hand calcium-binding domain.;EF-hand domain pair;efh_1	EF-Hand 1, calcium-binding site;EF-hand domain;EF-hand domain pair
g36112	g36112.t1	-	-	-	-	UniRef90_A0AAE1MKR6	13	0	20	-	-	-	-	-
g36112	g36112.t2	-	-	-	-	UniRef90_A0AAE1MKR6	13	0	1	-	-	-	-	-
g36113	g36113.t1	sp|Q9D832|DNJB4_MOUSE	99	2	14	UniRef90_A0AAE1J6T5	1	0	1	PF01556	IPR002939;IPR008971	GO:0006457(InterPro);GO:0051082(InterPro)	DnaJ C terminal domain;HSP40/DnaJ peptide-binding domain	Chaperone DnaJ, C-terminal;HSP40/DnaJ peptide-binding
g36114	g36114.t1	sp|P08770|TRA1_MAIZE	67	3	1	UniRef90_A0AAE1TEE1	6	0	1	-	IPR012337	-	Ribonuclease H-like	Ribonuclease H-like superfamily
g36115	g36115.t1	-	-	-	-	UniRef90_UPI002AAFCE42	24	1	29	PF00098;PF14223	IPR001878;IPR036875	GO:0003676(InterPro);GO:0008270(InterPro)	Retrovirus zinc finger-like domains;Zinc finger CCHC-type profile.;Zinc knuckle;c2hcfinal6;gag-polypeptide of LTR copia-type	Zinc finger, CCHC-type;Zinc finger, CCHC-type superfamily
g37025	g37025.t1	-	-	-	-	UniRef90_A0AAN9I8H6	336	13	37	-	-	-	-	-
g37026	g37026.t1	-	-	-	-	UniRef90_A0AAE1IXX5	12	0	1	-	IPR012337	-	Ribonuclease H-like	Ribonuclease H-like superfamily
g37026	g37026.t2	-	-	-	-	UniRef90_A0AAE1IXX5	9	0	1	-	-	-	-	-
g37027	g37027.t1	-	-	-	-	UniRef90_A0AAE1JX95	35	0	1	PF02992;PF13960;PF13963	IPR004242;IPR025452;IPR029480	-	Domain of unknown function (DUF4218);Transposase family tnp2;Transposase-associated domain	Domain of unknown function DUF4218;Transposase-associated domain;Transposon, En/Spm-like
g37028	g37028.t1	sp|Q9ZT94|POLR2_ARATH	139	0	29	UniRef90_A0AAE1N333	33	0	1	-	IPR043502	-	DNA/RNA polymerases	DNA/RNA polymerase superfamily
g37029	g37029.t1	-	-	-	-	UniRef90_UPI0010A524F9	36	0	1	-	-	-	-	-
g37030	g37030.t1	-	-	-	-	UniRef90_A0AAE1MWV2	5	0	1	-	-	-	-	-
g37031	g37031.t1	sp|A0A0B6VQ48|PAR1_ROSHC	89	1	9	UniRef90_A0AAE1MWQ2	4	0	1	PF01370	IPR001509;IPR036291	-	NAD dependent epimerase/dehydratase family;NAD(P)-binding Rossmann-fold domains	NAD(P)-binding domain superfamily;NAD-dependent epimerase/dehydratase
g37032	g37032.t1	-	-	-	-	UniRef90_A0AAE1MWQ4	8	1	1	PF12796;PF13962	IPR002110;IPR026961;IPR036770	GO:0005515(InterPro)	ANK_2a;Ankyrin repeat;Ankyrin repeats (3 copies);Domain of unknown function;Pseudo ankyrin repeat-like	Ankyrin repeat;Ankyrin repeat-containing domain superfamily;PGG domain
g37033	g37033.t1	sp|A0A0B6VQ48|PAR1_ROSHC	91	1	9	UniRef90_A0AAE1MWS6	4	0	1	PF01370	IPR001509;IPR036291	-	NAD dependent epimerase/dehydratase family;NAD(P)-binding Rossmann-fold domains	NAD(P)-binding domain superfamily;NAD-dependent epimerase/dehydratase
g37034	g37034.t1	-	-	-	-	UniRef90_A0AAE1IZR7	33	0	135	PF12776	IPR024752	-	Myb/SANT-like DNA-binding domain	Myb/SANT-like domain
g37035	g37035.t1	sp|A0A0B6VQ48|PAR1_ROSHC	89	1	9	UniRef90_A0AAE1MWS6	14	0	1	PF01370	IPR001509;IPR036291	-	NAD dependent epimerase/dehydratase family;NAD(P)-binding Rossmann-fold domains	NAD(P)-binding domain superfamily;NAD-dependent epimerase/dehydratase
g37036	g37036.t1	sp|A0A0B6VQ48|PAR1_ROSHC	90	0	9	UniRef90_A0AAE1MWP7	23	0	1	PF01370	IPR001509;IPR036291	-	NAD dependent epimerase/dehydratase family;NAD(P)-binding Rossmann-fold domains	NAD(P)-binding domain superfamily;NAD-dependent epimerase/dehydratase
g775	g775.t1	sp|B9HD38|CSPLE_POPTR	45	1	1	UniRef90_A0AAE1MKD5	0	0	1	PF04535	IPR006702	-	Casparian strip membrane protein domain	Casparian strip membrane protein domain
g775	g775.t2	sp|B9HD38|CSPLE_POPTR	45	1	3	UniRef90_A0AAE1MKD5	0	0	1	PF04535	IPR006702	-	Casparian strip membrane protein domain	Casparian strip membrane protein domain
g776	g776.t1	-	-	-	-	UniRef90_UPI0010A2EB48	120	5	19	PF14244	IPR029472	-	gag-polypeptide of LTR copia-type	Retrotransposon Copia-like, N-terminal
g777	g777.t1	sp|Q94HW2|POLR1_ARATH	211	0	12	UniRef90_A0AAE1IZ24	48	0	1	PF07727	IPR013103;IPR043502	-	DNA/RNA polymerases;Reverse transcriptase (RNA-dependent DNA polymerase)	DNA/RNA polymerase superfamily;Reverse transcriptase, RNA-dependent DNA polymerase
g778	g778.t1	-	-	-	-	UniRef90_A0AAE1KC52	0	0	1	-	-	-	-	-
g779	g779.t1	sp|Q8GYX3|MP705_ARATH	180	7	19	UniRef90_A0AAE1JK21	4	0	1	PF07058	IPR009768	GO:0007010(InterPro);GO:0008017(InterPro)	Microtubule-associated protein 70	Microtubule-associated protein 70
g780	g780.t1	sp|Q8GYX3|MP705_ARATH	180	7	19	UniRef90_A0AAE1JK21	4	0	1	PF07058	IPR009768	GO:0007010(InterPro);GO:0008017(InterPro)	Microtubule-associated protein 70	Microtubule-associated protein 70
g2112	g2112.t1	-	-	-	-	UniRef90_UPI003CC53D52	64	2	21	PF03732	IPR005162	-	Retrotransposon gag protein	Retrotransposon gag domain
g2113	g2113.t1	sp|Q94HW2|POLR1_ARATH	126	1	19	UniRef90_A0AAE1JV86	19	0	1	-	IPR043502	-	DNA/RNA polymerases	DNA/RNA polymerase superfamily
g2114	g2114.t1	-	-	-	-	UniRef90_A0A8B9APJ4	63	0	5	-	-	-	-	-
g2115	g2115.t1	sp|Q84WB7|GINT1_ARATH	287	10	14	UniRef90_A0AAE1N7F3	0	0	1	PF09258;PF24793	IPR015338;IPR023296;IPR029044;IPR056442	GO:0016020(InterPro);GO:0016757(InterPro)	Arabinanase/levansucrase/invertase;Glucosamine inositolphosphorylceramide transferase 1, N-terminal;Glycosyl transferase family 64 domain;Nucleotide-diphospho-sugar transferases;Prokaryotic membrane lipoprotein lipid attachment site profile.	Glucosamine inositolphosphorylceramide transferase 1, N-terminal;Glycosyl hydrolase, five-bladed beta-propeller domain superfamily;Glycosyl transferase 64 domain;Nucleotide-diphospho-sugar transferases
g2115	g2115.t2	sp|Q84WB7|GINT1_ARATH	287	10	41	UniRef90_A0AAE1N7F3	0	0	1	PF09258;PF24793	IPR015338;IPR023296;IPR029044;IPR056442	GO:0016020(InterPro);GO:0016757(InterPro)	Arabinanase/levansucrase/invertase;Glucosamine inositolphosphorylceramide transferase 1, N-terminal;Glycosyl transferase family 64 domain;Nucleotide-diphospho-sugar transferases	Glucosamine inositolphosphorylceramide transferase 1, N-terminal;Glycosyl hydrolase, five-bladed beta-propeller domain superfamily;Glycosyl transferase 64 domain;Nucleotide-diphospho-sugar transferases
g2116	g2116.t1	-	-	-	-	UniRef90_A0AAE1IMH1	121	3	1	-	-	-	-	-
